Country,Title,Variety,City,Lat,Lng,PriceAverage,PointsAverage,Price Average,Points Average
US,EdenVale 2007 Syrah (Rogue Valley),Syrah,medford,42.29,-122.85,25.0,83,25.0,83
Spain,Alto Cinco 2012 Paniza Garnacha (Cariñena),Garnacha,tarazona,41.84,-1.55,15.0,83,15.0,83
US,Hendry 2011 Hendry Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,napa,38.32,-122.34,55.0,83,55.0,83
France,Château Beausejour-Duffau-Lagarrosse 2009  Saint-Émilion,Bordeaux-style Red Blend,libourne,44.89,-0.16,180.0,94,180.0,94
France,Château Clerc Milon 2009  Pauillac,Bordeaux-style Red Blend,saint-medard-en-jalles,45.22,-0.77,74.0,94,74.0,94
Italy,Monteverro 2008 Tinata Red (Toscana),Red Blend,orbetello,42.43,11.42,130.0,94,130.0,94
US,Nefarious 2009 Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,east wenatchee bench,47.84,-120.1,30.0,93,30.0,93
France,Château de Pez 2009  Saint-Estèphe,Bordeaux-style Red Blend,saint-medard-en-jalles,45.26,-0.79,45.0,93,45.0,93
France,Château Gruaud Larose 2009  Saint-Julien,Bordeaux-style Red Blend,saint-medard-en-jalles,45.14,-0.75,90.0,93,90.0,93
France,Gérard Bertrand 2008 L'Hospitalitas - La Clape Red (Coteaux du Languedoc),Rhône-style Red Blend,narbonne,43.17,3.12,75.0,93,75.0,93
Italy,Terre del Marchesato 2008 Marchesale Syrah (Toscana),Syrah,cecina,43.21,10.58,80.0,93,80.0,93
US,Chandon NV Etoile Rosé Sparkling (Sonoma-Napa),Sparkling Blend,napa,38.4,-122.36,50.0,93,50.0,93
France,Château du Tertre 2009  Margaux,Bordeaux-style Red Blend,blanquefort,45.01,-0.68,47.0,93,47.0,93
France,Château La Conseillante 2009  Pomerol,Bordeaux-style Red Blend,libourne,44.92,-0.2,270.0,93,270.0,93
Italy,Tenuta Monteti 2004 Monteti Red (Toscana),Red Blend,orbetello,42.48,11.45,60.0,93,60.0,93
US,Angel Vine 2009 The Hellion Red (Columbia Valley (WA)),Red Blend,portland,45.51,-122.66,22.0,93,22.0,93
Australia,Lake Breeze 2003 Follett Family Vineyards Cabernet Sauvignon (Langhorne Creek),Cabernet Sauvignon,mount barker,-35.32,139.04,20.0,89,20.0,89
Australia,Longview 2006 Devils Elbow Single Vineyard Cabernet Sauvignon (Adelaide Hills),Cabernet Sauvignon,mount barker,-35.19,138.83,25.0,89,25.0,89
Italy,Villa Matilde 2003 Red (Falerno del Massico),Red Blend,minturno,41.21,13.82,21.0,89,21.0,89
Australia,Craneford 2005 Allyson Parsons Cabernet Sauvignon (Barossa Valley),Cabernet Sauvignon,gawler,-34.41,139.13,18.0,89,18.0,89
US,Ponzi 2005 Reserve Chardonnay (Willamette Valley),Chardonnay,newberg,45.38,-122.94,30.0,89,30.0,89
US,Daedalus 2006 Pinot Gris (Willamette Valley),Pinot Gris,newberg,45.28,-123.01,18.0,89,18.0,89
Argentina,Piattelli 2005 Premium Malbec (Luján de Cuyo),Malbec,tucuman,-26.04,-66.0,12.0,89,12.0,89
Spain,Ànima Negra 2004 Àn Red (Vi de la Terra Illes Balears),Red Blend,felanitx,39.46,3.14,53.0,89,53.0,89
Australia,Nugan Family Estates 2004 Cabernet Sauvignon (South Eastern Australia),Cabernet Sauvignon,griffith,-34.43,146.04,14.0,88,14.0,88
Australia,Shingleback 2005 Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,adelaide,-35.21,138.53,22.0,88,22.0,88
US,Summerwood 2012 Grenache Blanc (Paso Robles),Grenache Blanc,atascadero,35.58,-120.72,25.0,87,25.0,87
US,AntoLin Cellars 2011 Estate Riesling (Yakima Valley),Riesling,yakima,46.6,-120.51,14.0,87,14.0,87
Chile,Caliterra 2010 Tribute Edicion Limitada Syrah-Cabernet Sauvignon-Viognier Red (Colchagua Valley),Red Blend,santa cruz,-34.52,-71.31,30.0,87,30.0,87
Chile,Errazuriz 2012 Max Reserva Sauvignon Blanc (Aconcagua Valley),Sauvignon Blanc,san felipe,-32.8,-70.83,19.0,87,19.0,87
France,Château Belrose 2011  Bordeaux,Bordeaux-style Red Blend,floirac,44.77,-0.38,12.0,87,12.0,87
France,Château de Lestiac 2011  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,floirac,44.7,-0.37,20.0,87,20.0,87
US,Cor Cellars 2011 E Cor Si Move Tempranillo 24K Vineyard Tempranillo (Wahluke Slope),Tempranillo,washougal,45.71,-121.3,26.0,87,26.0,87
Italy,Virna Borgogno 2009 Cannubi Boschis  (Barolo),Nebbiolo,alba,44.62,7.95,50.0,87,50.0,87
France,Pezat 2011  Bordeaux Supérieur,Bordeaux-style Red Blend,libourne,44.85,-0.16,17.0,87,17.0,87
Australia,Robert Oatley 2011 Finisterre Chardonnay (Margaret River),Chardonnay,mudgee,-32.54,149.6,30.0,87,30.0,87
Italy,Stroppiana 2008 Vigna San Giacomo  (Barolo),Nebbiolo,mortara,45.33,8.76,80.0,87,80.0,87
France,Château Grand Billard 2011  Bordeaux,Bordeaux-style Red Blend,libourne,44.92,-0.17,18.0,87,18.0,87
Chile,Anakena 2011 Ona Special Reserve Pinot Noir (Leyda Valley),Pinot Noir,rancagua,-34.3,-70.77,18.0,87,18.0,87
US,Cade 2009 Napa Cuvée Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,sonoma,38.56,-122.45,60.0,87,60.0,87
US,Waterbrook 2011 Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,college place,46.05,-118.56,15.0,87,15.0,87
France,Château Macquin 2011  Saint-Georges-Saint-Émilion,Bordeaux-style Red Blend,libourne,44.89,-0.15,20.0,87,20.0,87
US,Hawks View 2010 Merlot (Washington),Merlot,sherwood,45.37,-122.88,40.0,87,40.0,87
US,Collier Falls 2010 Hillside Estate Zinfandel (Dry Creek Valley),Zinfandel,healdsburg,38.67,-122.93,36.0,87,36.0,87
US,Dumas Station 2010 Cow Catcher Red (Walla Walla Valley (WA)),Red Blend,walla walla,46.29,-118.06,24.0,87,24.0,87
US,O•S Winery 2009 Red (Columbia Valley (WA)),Bordeaux-style Red Blend,white center,47.55,-122.33,15.0,86,15.0,86
US,SuLei 2010 Les Collines Vineyard Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,walla walla,46.07,-118.34,32.0,86,32.0,86
Chile,Valle Secreto 2010 First Edition Cabernet Sauvignon (Cachapoal Valley),Cabernet Sauvignon,rengo,-34.48,-70.84,18.0,86,18.0,86
Israel,Binyamina 2010 Yogev Cabernet Sauvignon (Galilee),Cabernet Sauvignon,qesarya,32.52,34.94,15.0,86,15.0,86
France,Robert Perroud 2011 L'Enfer des Balloquets  (Brouilly),Gamay,villefranche-sur-saone,46.11,4.64,17.0,88,17.0,88
Italy,Tenute Soletta 2011 Chimera  (Vermentino di Sardegna),Vermentino,ittiri,40.65,8.69,30.0,88,30.0,88
US,The Gardener 2011 Pinot Noir (Carneros),Pinot Noir,everett,47.98,-122.21,35.0,88,35.0,88
US,Turnbull 2009 Leopoldina Cabernet Franc (Oakville),Cabernet Franc,sonoma,38.44,-122.41,60.0,88,60.0,88
US,Youngberg Hill Vineyards 2009 Natasha Pinot Noir (Willamette Valley),Pinot Noir,dallas,45.18,-123.28,40.0,88,40.0,88
France,Château de Bordes-Quancard 2010  Bordeaux,Bordeaux-style Red Blend,lormont,44.95,-0.47,10.0,88,10.0,88
France,Château de Panigon 2010  Médoc,Bordeaux-style Red Blend,royan,45.35,-0.93,35.0,88,35.0,88
France,Château de Raousset 2011  Chiroubles,Gamay,villefranche-sur-saone,46.18,4.68,20.0,88,20.0,88
France,Château Tour des Gendres 2011 Cuvée des Contis White (Bergerac Sec),Bordeaux-style White Blend,bergerac,44.76,0.48,18.0,88,18.0,88
US,Cowhorn 2011 Marsanne-Roussanne (Applegate Valley),Marsanne-Roussanne,medford,42.15,-123.05,22.0,88,22.0,88
Italy,Leone de Castris 2010 Elo Veni Negroamaro (Salento),Negroamaro,salice salentino,40.38,17.97,15.0,88,15.0,88
Italy,Mastroberardino 2011  Greco di Tufo,Greco,atripalda,40.92,14.83,25.0,88,25.0,88
US,Pessagno 2010 Intrinity Chardonnay (Santa Lucia Highlands),Chardonnay,gonzales,36.48,-121.48,45.0,88,45.0,88
US,Potomac Point 2010 Richland Reserve Chardonnay (Virginia),Chardonnay,montclair,38.46,-77.35,22.0,88,22.0,88
Italy,Principi di Spadafora 2007 Schietto Syrah (Sicilia),Syrah,alcamo,37.9,13.03,19.0,88,19.0,88
US,Renteria 2009 Knittel Vineyard Pinot Noir (Carneros),Pinot Noir,napa,38.31,-122.28,40.0,88,40.0,88
France,Signé Vigneron 2011 Domaine de l'Oseraie  (Morgon),Gamay,tarare,45.87,4.6,14.0,88,14.0,88
Spain,Felix Solis 2013 Flirty Bird Syrah (Vino de la Tierra de Castilla),Syrah,valdepenas,38.78,-3.4,4.0,85,4.0,85
Spain,Marionette 2012 Monastrell-Syrah (Jumilla),Monastrell-Syrah,jumilla,38.58,-1.27,13.0,85,13.0,85
US,Wildewood 2013 Chardonnay (Willamette Valley),Chardonnay,derby,37.48,-97.32,16.0,85,16.0,85
US,Chatham 2012 Church Creek Oak Chardonnay (Virginia's Eastern Shore),Chardonnay,poquoson,37.45,-75.93,18.0,84,18.0,84
France,Cave de Kientzheim-Kaysersberg 2013 Anne de K Gewurztraminer (Alsace),Gewürztraminer,colmar,48.14,7.29,19.0,84,19.0,84
Spain,Mureda 2012 Oak Aged Syrah (Vino de la Tierra de Castilla),Syrah,manzanares,38.91,-3.39,10.0,84,10.0,84
US,Wine by Joe 2013 Pinot Noir (Oregon),Pinot Noir,newberg,45.28,-123.01,19.0,84,19.0,84
Portugal,Wine with Spirit NV Basta Brut Rosé Sparkling (Vinho Espumante),Portuguese Sparkling,cacilhas,38.71,-9.16,20.0,84,20.0,84
US,Sands Point 2012 Pinot Noir (Central Coast),Pinot Noir,port washington,40.83,-73.68,15.0,84,15.0,84
Argentina,Árido 2013 Sustainably Farmed Moscato (Mendoza),Moscato,mar del plata,-38.13,-57.73,12.0,84,12.0,84
France,Arthur Metz 2013 Gewurztraminer (Alsace),Gewürztraminer,obernai,48.62,7.48,15.0,84,15.0,84
Spain,Casa Rojo 2013 El Gordo del Circo Verdejo (Rueda),Verdejo,jumilla,38.31,-1.23,17.0,84,17.0,84
France,Cave de Cleebourg 2013 Prestige Pinot Gris (Alsace),Pinot Gris,haguenau,49.01,7.89,16.0,84,16.0,84
US,Rock Wall 2012 Super Alamedan Red (California),Red Blend,oakland,37.78,-122.31,25.0,87,25.0,87
US,Sanglier Cellars 2011 Pinot Noir (Russian River Valley),Pinot Noir,healdsburg,38.61,-122.87,38.0,87,38.0,87
US,Santa Barbara Winery 2010 Petite Sirah (Santa Barbara County),Petite Sirah,santa barbara,34.41,-119.69,28.0,87,28.0,87
Italy,Mezzacorona 2013 Pinot Grigio (Vigneti delle Dolomiti),Pinot Grigio,trento,46.2,11.12,9.0,87,9.0,87
Italy,Montonale 2012 Montunal  (Lugana),Turbiana,desenzano del garda,45.43,10.56,15.0,87,15.0,87
Italy,Olivi 2008 Memento Red (Toscana),Red Blend,chiusi,43.01,11.87,39.0,87,39.0,87
US,Publix 2012 Premium Limited Edition Pinot Noir (Russian River Valley),Pinot Noir,winder,34.1,-83.81,25.0,87,25.0,87
Portugal,Quinta de Porrais 2010 Porrais Red (Douro),Portuguese Red,vilela,41.18,-7.55,13.0,87,13.0,87
Italy,Cantina del Castello 2013 Castello  (Soave Classico),White Blend,san bonifacio,45.42,11.25,15.0,87,15.0,87
Italy,Castelfeder 2012 Vom Stein Pinot Bianco (Alto Adige),Pinot Bianco,laives,46.27,11.22,17.0,87,17.0,87
France,Château Magondeau 2010  Fronsac,Bordeaux-style Red Blend,libourne,44.96,-0.27,22.0,87,22.0,87
France,Drappier 2002 Millésime Exception Brut  (Champagne),Champagne Blend,chaumont,48.17,4.65,70.0,92,70.0,92
Italy,Fratelli Alessandria 2006 Gramolere  (Barolo),Nebbiolo,bra,44.67,7.93,82.0,92,82.0,92
Italy,G D Vajra 2006 Bricco delle Viole  (Barolo),Nebbiolo,bra,44.61,7.92,75.0,92,75.0,92
Austria,Zull 2006 Beerenauslese 375ml Riesling (Niederösterreich),Riesling,retz,48.71,15.91,40.0,92,40.0,92
Austria,Norbert Bauer 2008 Eiswein 375ml Grüner Veltliner (Niederösterreich),Grüner Veltliner,retz,48.71,16.06,35.0,92,35.0,92
US,Sawyer 2007 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,sonoma,38.45,-122.41,48.0,92,48.0,92
US,Sullivan 2007 Estate Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,sonoma,38.48,-122.43,55.0,92,55.0,92
Italy,Tenuta Arnulfo 2006 Costa di Bussia  (Barolo),Nebbiolo,alba,44.6,7.96,50.0,92,50.0,92
Italy,Tenuta Rocca 2006  Barolo,Nebbiolo,alba,44.58,7.96,48.0,92,48.0,92
Italy,Damilano 2006 Cannubi  (Barolo),Nebbiolo,alba,44.63,7.96,76.0,92,76.0,92
US,Broman 2008 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,sonoma,38.55,-122.47,17.0,91,17.0,91
US,Twisted Oak 2007 River of Skulls Dalton Vineyard Red (Calaveras County),Rhône-style Red Blend,oakdale,38.09,-120.49,35.0,90,35.0,90
US,Wild Oak by St. Francis 2005 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,santa rosa,38.44,-122.61,35.0,90,35.0,90
US,Alma Rosa 2007 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,lompoc,34.61,-120.2,49.0,90,49.0,90
France,Vieux Château Gaubert 2005  Graves,Bordeaux-style Red Blend,floirac,44.69,-0.42,31.0,90,31.0,90
US,Balboa 2007 Reserve Red (Columbia Valley (WA)),Red Blend,college place,46.01,-118.38,28.0,90,28.0,90
France,Château Pavillon Bel-Air 2006  Lalande de Pomerol,Bordeaux-style Red Blend,libourne,44.93,-0.22,37.0,90,37.0,90
US,Coeur d'Alene 2006 Opulence Syrah (Washington),Syrah,hayden,47.71,-116.8,40.0,90,40.0,90
France,Deutz 2005 Rosé Brut  (Champagne),Champagne Blend,epernay,49.06,4.0,85.0,90,85.0,90
US,James Family Cellars 2007 Stony Point Vineyards Pinot Noir (Sonoma Coast),Pinot Noir,rohnert park,38.32,-122.73,35.0,90,35.0,90
Argentina,Marchiori & Barraud 2007 Cuartel 2 Marchiori Vineyard Malbec (Perdriel),Malbec,grosse pointe woods,42.45,-82.89,39.0,90,39.0,90
US,Newsome-Harlow 2007 El Portal Petite Sirah (Calaveras County),Petite Sirah,oakdale,38.14,-120.46,24.0,90,24.0,90
US,Peju 2008 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,sonoma,38.46,-122.42,22.0,90,22.0,90
US,Quivira 2007 Wine Creek Ranch Grenache (Dry Creek Valley),Grenache,healdsburg,38.66,-122.94,26.0,90,26.0,90
France,Soutiran NV Brut Grand Cru  (Champagne),Champagne Blend,epernay,49.08,4.17,60.0,90,60.0,90
Italy,Tolloy 2007 Pinot Grigio (Alto Adige),Pinot Grigio,trento,46.2,11.12,13.0,87,13.0,87
Italy,Pighin 2006 Pinot Grigio (Collio),Pinot Grigio,udine,45.98,13.28,20.0,87,20.0,87
Portugal,Quinta de Serrade 2006 Solar de Serrade Alvarinho (Vinho Verde),Alvarinho,mozelos,42.06,-8.48,17.0,87,17.0,87
US,Sobon Estate 2006 Cougar Hill Zinfandel (Amador County),Zinfandel,placerville,38.53,-120.76,18.0,87,18.0,87
Italy,Rocca Bernarda 2006 Vineis White (Colli Orientali del Friuli),White Blend,san giovanni in fiore,39.25,16.7,21.0,87,21.0,87
US,Stephen's 2005 Encell Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,lumberton,34.66,-78.87,30.0,87,30.0,87
US,Kenneth Volk 2005 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,santa maria,34.87,-120.25,24.0,87,24.0,87
Italy,Comelli 2006 Amplius Pinot Grigio (Colli Orientali del Friuli),Pinot Grigio,cividale del friuli,46.13,13.38,22.0,87,22.0,87
Italy,Eugenio Collavini 2007 Villa Canlungo Pinot Grigio (Collio),Pinot Grigio,cividale del friuli,46.0,13.44,19.0,87,19.0,87
Italy,Folonari 2007 Chardonnay Chardonnay (Delle Venezie),Chardonnay,impruneta,43.63,11.29,12.0,87,12.0,87
US,Brimstone 2006 Red Wine Red (Columbia Valley (OR)),Red Blend,middletown,41.63,-74.32,17.0,87,17.0,87
France,Château Calissanne 2006 Clos Victoire White (Coteaux d'Aix-en-Provence),White Blend,salon-de-provence,43.55,5.14,36.0,87,36.0,87
France,Château Beauvillage 2009  Médoc,Bordeaux-style Red Blend,royan,45.34,-0.85,30.0,88,30.0,88
France,Château Cap Léon Veyrin 2009  Listrac-Médoc,Bordeaux-style Red Blend,saint-medard-en-jalles,45.1,-0.78,30.0,88,30.0,88
Greece,Gerovassiliou 2007 Evangelo Red (Epanomi),Red Blend,epanomi,40.45,22.92,79.0,88,79.0,88
US,Firestone 2008 Merlot (Santa Ynez Valley),Merlot,lompoc,34.72,-120.14,20.0,88,20.0,88
US,Alexandria Nicole 2009 Quarry Butte Destiny Ridge Vineyards Estate Grown Red (Horse Heaven Hills),Red Blend,woodinville,47.73,-122.14,25.0,88,25.0,88
US,Andis 2010 Barbera (Amador County),Barbera,placerville,38.52,-120.82,24.0,88,24.0,88
US,Anthony Nappa 2010 Bordo Cabernet Franc (North Fork of Long Island),Cabernet Franc,clinton,41.05,-72.46,20.0,88,20.0,88
France,Château Bellegrave du Poujeau 2006  Haut-Médoc,Bordeaux-style Red Blend,saint-medard-en-jalles,45.18,-0.75,53.0,88,53.0,88
France,Château Haut-Goujon 2008 La Rose Saint-Vincent  (Lalande de Pomerol),Bordeaux-style Red Blend,libourne,44.96,-0.18,42.0,88,42.0,88
France,Château La Fleur Plaisance 2009  Montagne-Saint-Émilion,Bordeaux-style Red Blend,libourne,44.91,-0.17,15.0,88,15.0,88
US,Justin 2008 Isoceles Reserve Red (Paso Robles),Bordeaux-style Red Blend,atascadero,35.65,-120.9,98.0,88,98.0,88
US,Obelisco Estate 2009 Reserve Merlot (Red Mountain),Merlot,woodinville,47.73,-122.14,45.0,88,45.0,88
Italy,Ponchione Maurizio 2009 Monfrini  (Roero),Nebbiolo,alba,44.81,8.1,15.0,88,15.0,88
US,Freeman 2010 Ryo-Fu Chardonnay (Russian River Valley),Chardonnay,windsor,38.41,-122.88,44.0,88,44.0,88
US,2Plank 2014 Zinfandel (Amador County),Zinfandel,vista,33.15,-117.23,42.0,84,42.0,84
Australia,Angove 2014 Family Crest Chardonnay (McLaren Vale),Chardonnay,adelaide,-35.21,138.55,21.0,84,21.0,84
Italy,La Fiera 2015  Montepulciano d'Abruzzo,Montepulciano,alba,44.65,7.95,8.0,84,8.0,84
Spain,Gorrebusto 2015  Rioja,Tempranillo,logrono,42.56,-2.43,12.0,84,12.0,84
France,Château Kalon Nodoz 2012 Carpe Diem  (Côtes de Bourg),Bordeaux-style Red Blend,lormont,45.07,-0.51,22.0,84,22.0,84
France,L. Tramier & Fils 2015 Collection  (Moulin-à-Vent),Gamay,chalon-sur-saone,46.84,4.72,22.0,84,22.0,84
Spain,Sonsierra 2015 Selección Tempranillo Rosé (Rioja),Rosé,miranda de ebro,42.57,-2.76,8.0,84,8.0,84
US,South Stage 2012 Carmenère (Rogue Valley),Carmenère,central point,42.31,-122.97,28.0,84,28.0,84
Italy,Umani Ronchi 2015 Podere  (Montepulciano d'Abruzzo),Montepulciano,castelfidardo,43.52,13.53,10.0,84,10.0,84
Italy,Barba 2015 Vasari  (Montepulciano d'Abruzzo),Montepulciano,roseto degli abruzzi,42.64,14.03,11.0,84,11.0,84
Portugal,Quinta da Padrela 2013 Premium Red (Douro),Portuguese Red,vilela,41.13,-7.58,33.0,84,33.0,84
Spain,Bodegas Isidro Milagro 2015 SPÑ Red (Vino de la Tierra de Castilla),Red Blend,tudela,42.17,-1.77,9.0,84,9.0,84
Spain,Campos de Risca 2013 Estate Wine Organic Monastrell-Syrah (Jumilla),Monastrell-Syrah,logrono,42.51,-2.62,18.0,84,18.0,84
Argentina,Casa Montes 2015 Ampakama Viognier (San Juan),Viognier,san juan,-31.53,-68.56,11.0,84,11.0,84
US,Kestrel 2015 Falcon Series Estate Viognier (Yakima Valley),Viognier,woodinville,47.77,-122.15,21.0,84,21.0,84
Italy,Valori 2014  Montepulciano d'Abruzzo,Montepulciano,giulianova,42.79,13.83,15.0,84,15.0,84
US,Wetzel Estate 2012 Premier Cuvée Pinot Noir (Willamette Valley),Pinot Noir,summit,40.72,-74.36,85.0,84,85.0,84
Greece,Kintonis 2012 Agiorgitiko (Nemea),Agiorgitiko,temeni,38.23,22.1,15.0,90,15.0,90
US,La Crema 2015 Chardonnay (Russian River Valley),Chardonnay,healdsburg,38.61,-122.87,30.0,90,30.0,90
US,La Folia Winery 2015 Vermentino (Sierra Foothills),Vermentino,oakdale,38.14,-120.46,28.0,90,28.0,90
US,Matthews 2016 Reserve Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,woodinville,47.74,-122.15,35.0,90,35.0,90
Italy,Monchiero 2013 Rocche di Castiglione  (Barolo),Nebbiolo,bra,44.57,7.92,58.0,90,58.0,90
US,Mt. Konocti Winery 2015 Vin de Glace Muscat (Lake County),Muscat,clearlake,39.0,-122.86,32.0,90,32.0,90
Spain,Muga 2016 Flor de Muga Rosé (Rioja),Rosé,miranda de ebro,42.58,-2.85,31.0,90,31.0,90
US,Paraduxx 2016 Rosé (Napa Valley),Rosé,napa,38.44,-122.35,32.0,90,32.0,90
Austria,Pratsch 2016 Ried Kittel Sauvignon Blanc (Niederösterreich),Sauvignon Blanc,mistelbach,48.47,16.64,16.0,90,16.0,90
Spain,Maria Casanovas NV Glaç Brut Nature Sparkling (Cava),Sparkling Blend,vilanova del cami,41.48,1.74,31.0,90,31.0,90
France,E. Guigal 2015  Tavel,Rosé,vienne,45.49,4.81,23.0,90,23.0,90
Spain,Eduardo Garrido García 2011 Reserva  (Rioja),Tempranillo Blend,miranda de ebro,42.57,-2.71,30.0,90,30.0,90
US,Hart 2 Hart 2014 Ryker Red; Pilot Ridge Vineyard; Estate Grown Red (El Dorado),Bordeaux-style Red Blend,auburn,38.83,-120.96,25.0,90,25.0,90
US,Leonetti Cellar 2014 Sangiovese (Walla Walla Valley (WA)),Sangiovese,walla walla,46.06,-118.3,70.0,89,70.0,89
Italy,Mirafiore 2015  Barbera d'Alba Superiore,Barbera,moncalieri,45.02,7.66,25.0,89,25.0,89
US,Osprey's Dominion 2016 Dry Rosé (North Fork of Long Island),Rosé,clinton,41.05,-72.45,15.0,89,15.0,89
US,Parducci 2015 True Grit Reserve Cabernet Sauvignon (Mendocino),Cabernet Sauvignon,ukiah,39.2,-123.21,30.0,89,30.0,89
US,Record Family Wines 2014 Reserve Syrah (Paso Robles),Syrah,atascadero,35.71,-120.61,35.0,89,35.0,89
US,Sculpterra 2014 Estate Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,atascadero,35.6,-120.61,34.0,89,34.0,89
Italy,Santi 2010  Amarone della Valpolicella Classico,Red Blend,sinalunga,43.04,11.5,50.0,88,50.0,88
US,Terlato 2012 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,lake forest,42.29,-87.85,62.0,88,62.0,88
US,Thomas Fogarty 2012 Henry Ayrton's Block Rapley Trail Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,los altos hills,37.34,-122.22,85.0,88,85.0,88
US,Lone Madrone 2013 Oveja Negra Red (Paso Robles Willow Creek District),Rhône-style Red Blend,atascadero,35.65,-120.8,48.0,88,48.0,88
France,Lucien Albrecht 2014 Cuvée Romanus Pinot Gris (Alsace),Pinot Gris,guebwiller,47.93,7.24,19.0,88,19.0,88
US,Merryvale 2012 Malbec (Napa Valley),Malbec,sonoma,38.5,-122.46,75.0,88,75.0,88
France,Paul Blanck 2014 Gewurztraminer (Alsace),Gewürztraminer,colmar,48.14,7.29,23.0,88,23.0,88
Italy,Pieropan 2011 Le Colombare  (Recioto di Soave),Garganega,san bonifacio,45.42,11.25,53.0,88,53.0,88
US,Jason-Stephens 2012 Estate Reserve Chardonnay (Santa Clara Valley),Chardonnay,gilroy,37.0,-121.56,30.0,88,30.0,88
New Zealand,Kim Crawford 2014 Pinot Gris (Marlborough),Pinot Gris,waitakere,-36.77,174.54,17.0,88,17.0,88
Chile,Las Casas de Vacquería 2012 Sucesor Red (Maule Valley),Red Blend,curico,-35.01,-71.25,20.0,88,20.0,88
Chile,William Fèvre 2013 Espino Pinot Noir (Maipo Valley),Pinot Noir,san bernardo,-33.67,-70.58,17.0,88,17.0,88
US,Zinke 2013 Viognier (Santa Barbara County),Viognier,lompoc,34.67,-120.12,24.0,88,24.0,88
US,Hahn 2014 Pinot Noir (Monterey County),Pinot Noir,soledad,36.37,-121.31,14.0,88,14.0,88
US,Columbia Crest 2013 Grand Estates Merlot (Columbia Valley (WA)),Merlot,hermiston,45.96,-119.61,12.0,88,12.0,88
US,Fulkerson 2012 Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,corning,42.49,-76.92,15.0,88,15.0,88
Italy,Fornacina 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,pontassieve,43.74,11.44,92.0,94,92.0,94
Italy,San Polino 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,montepulciano,43.02,11.53,85.0,94,85.0,94
Italy,Tenuta di Sesta 2007  Brunello di Montalcino,Sangiovese Grosso,montepulciano,42.99,11.49,90.0,94,90.0,94
Italy,Máté 2007  Brunello di Montalcino,Sangiovese Grosso,roccastrada,43.01,11.45,70.0,94,70.0,94
US,Merry Edwards 2009 Pinot Noir (Sonoma Coast),Pinot Noir,windsor,38.43,-122.86,36.0,94,36.0,94
Italy,Molino di Sant'Antimo 2007  Brunello di Montalcino,Sangiovese Grosso,montepulciano,42.99,11.54,40.0,94,40.0,94
Italy,Podere Brizio 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,roccastrada,43.03,11.45,120.0,94,120.0,94
Italy,Poggio Antico 2009 Madre Red (Toscana),Red Blend,roccastrada,43.02,11.47,73.0,94,73.0,94
Italy,Mocali 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,roccastrada,43.04,11.45,65.0,94,65.0,94
Italy,Pietranera 2007  Brunello di Montalcino,Sangiovese Grosso,quattro castella,44.64,10.38,45.0,94,45.0,94
US,Samsara 2009 Kessler-Haak Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,lompoc,34.67,-120.11,46.0,94,46.0,94
Italy,Tenimenti Angelini 2006 Vigna Spuntali Val di Suga  (Brunello di Montalcino),Sangiovese Grosso,sinalunga,43.07,11.5,106.0,94,106.0,94
Italy,Uccelliera 2007  Brunello di Montalcino,Sangiovese Grosso,montepulciano,42.99,11.51,72.0,94,72.0,94
Italy,Collosorbo 2006 Riserva  (Brunello di Montalcino),Sangiovese Grosso,montepulciano,42.99,11.49,75.0,94,75.0,94
France,Domaine Leflaive 2009 Les Combettes Premier Cru  (Puligny-Montrachet),Chardonnay,beaune,46.94,4.75,225.0,94,225.0,94
Italy,Verbena 2007  Brunello di Montalcino,Sangiovese Grosso,sinalunga,43.05,11.52,55.0,94,55.0,94
Italy,Castello Romitorio 2007  Brunello di Montalcino,Sangiovese Grosso,siena,43.06,11.45,65.0,94,65.0,94
