Country,Title,Variety,City,Lat,Lng,PriceAverage,PointsAverage,Price Average,Points Average
Italy,Sangervasio 2011 I Renai Merlot (Toscana),Merlot,santa maria a monte,43.63,10.71,36.42857142857143,88.0,36.42857142857143,88.0
Italy,Scaranto 2013 Red (Toscana),Red Blend,montecchio maggiore,45.55,11.4,32.333333333333336,86.66666666666667,32.333333333333336,86.66666666666667
US,Ste. Chapelle 2015 Special Harvest Riesling,Riesling,caldwell,43.58,-116.78,9.80952380952381,86.19047619047619,9.80952380952381,86.19047619047619
Italy,Tolaini 2011 Valdisanti Red (Toscana),Red Blend,siena,43.38,11.39,54.4,89.8,54.4,89.8
US,Vanderbilt 2013 Reserve Merlot (Dry Creek Valley),Merlot,asheville,35.54,-82.55,27.0,88.0,27.0,88.0
Spain,Protos 2006 Reserva  (Ribera del Duero),Tempranillo,aranda de duero,41.6,-4.11,45.22727272727273,89.63636363636364,45.22727272727273,89.63636363636364
US,RN Estate 2010 Harmonie des Cepages Red (Paso Robles),Bordeaux-style Red Blend,atascadero,35.72,-120.68,49.0,90.2,49.0,90.2
US,Chase 2009 Petite Sirah (Calistoga),Petite Sirah,sonoma,38.49,-122.47,57.0,90.0,57.0,90.0
France,Château la Varière 2010 Vieilles Vignes Cabernet Franc-Cabernet Sauvignon (Anjou Villages Brissac),Cabernet Franc-Cabernet Sauvignon,saumur,47.27,-0.1,36.0,90.4,36.0,90.4
Italy,Contadi Castaldi 2008 Brut Satèn Chardonnay (Franciacorta),Chardonnay,rovato,45.63,9.95,31.333333333333332,88.75,31.333333333333332,88.75
US,Ken Wright 2011 Shea Vineyard Pinot Noir,Pinot Noir,newberg,45.29,-123.18,53.729166666666664,92.125,53.729166666666664,92.125
US,Whitcraft 2011 Pence Ranch Pinot Noir (Santa Ynez Valley),Pinot Noir,santa barbara,34.42,-119.68,44.84615384615385,89.23076923076923,44.84615384615385,89.23076923076923
US,Nicora 2010 Euphoric La Vista Vineyard Grenache-Syrah (Paso Robles),Grenache-Syrah,atascadero,35.58,-120.69,52.38461538461539,91.07692307692308,52.38461538461539,91.07692307692308
US,Black Kite 2010 Redwood's Edge Pinot Noir (Anderson Valley),Pinot Noir,ukiah,39.09,-123.49,56.0,91.625,56.0,91.625
France,Château Lagrézette 2010 Château Chevaliers Lagrézette Malbec (Cahors),Malbec,cahors,44.49,1.36,60.09756097560975,90.2439024390244,60.09756097560975,90.2439024390244
France,Château Saint-Didier-Parnac 2011 Prieuré de Cénac Malbec (Cahors),Malbec,cahors,44.49,1.31,20.0,89.6923076923077,20.0,89.6923076923077
France,Domaine de Cause 2009 Notre Dame de Champs Malbec (Cahors),Malbec,villeneuve-sur-lot,44.51,1.04,32.8235294117647,89.88235294117646,32.8235294117647,89.88235294117646
Spain,Losada 2013 El Pájaro Rojo Mencía (Bierzo),Mencía,ponferrada,42.61,-6.76,30.0,90.85714285714286,30.0,90.85714285714286
France,Manuel Olivier 2012 Vieilles Vignes  (Bourgogne Hautes Côtes de Nuits),Pinot Noir,chenove,47.17,4.92,51.74193548387097,88.14516129032258,51.74193548387097,88.14516129032258
France,Vignerons de Buxy 2012 Buissonnier  (Mercurey),Pinot Noir,chalon-sur-saone,46.71,4.71,20.78048780487805,86.34146341463415,20.78048780487805,86.34146341463415
Italy,Villa Girardi 2010  Amarone della Valpolicella Classico,Red Blend,negrar,45.53,10.88,71.25,86.5,71.25,86.5
Spain,Pagos del Rey 2008 Arnegui Reserva  (Rioja),Tempranillo,toro,41.53,-5.3,15.416666666666666,85.16666666666667,15.416666666666666,85.16666666666667
Portugal,Quinta de Covela 2013 Covela Rosé (Minho),Rosé,valadares,41.12,-7.99,19.0,86.66666666666667,19.0,86.66666666666667
Italy,Ricci Curbastro 2009 Extra Brut Sparkling (Franciacorta),Sparkling Blend,rovato,45.63,9.94,37.54545454545455,87.0909090909091,37.54545454545455,87.0909090909091
US,Foris 2012 Maple Ranch Estate Pinot Noir (Rogue Valley),Pinot Noir,grants pass,42.12,-123.55,16.46,87.82,16.46,87.82
Spain,Vega Sindoa 2012 El Chaparral Old Vines Garnacha (Navarra),Garnacha,tafalla,42.66,-1.71,11.241379310344827,85.03448275862068,11.241379310344827,85.03448275862068
Italy,Il Mosnel 2010 Brut Satèn Chardonnay (Franciacorta),Chardonnay,cazzago san martino,45.62,10.07,39.666666666666664,88.33333333333333,39.666666666666664,88.33333333333333
France,Jaffelin 2013 Les Villages de Jaffelin  (Mâcon-Péronne),Chardonnay,beaune,47.02,4.84,38.23529411764706,87.55882352941177,38.23529411764706,87.55882352941177
Spain,Lealtanza 2011 Crianza  (Rioja),Tempranillo,logrono,42.46,-2.56,25.0,85.5,25.0,85.5
Spain,Aldonia 2012 Vendimia  (Rioja),Tempranillo Blend,logrono,42.44,-2.57,31.5,89.25,31.5,89.25
Italy,Altemasi 2010 Brut Chardonnay (Trento),Chardonnay,trento,46.04,11.12,37.8,89.1,37.8,89.1
Spain,Cellers Baronia del Montsant 2010 Englora Red (Montsant),Red Blend,reus,41.26,0.9,16.0,84.33333333333333,16.0,84.33333333333333
US,Benziger 2012 Appellation Series Pinot Noir (Sonoma Coast),Pinot Noir,sonoma,38.36,-122.54,28.357142857142858,88.25,28.357142857142858,88.25
Portugal,Herdade do Rocim 2013 Olho de Mocho Rosé (Alentejano),Rosé,beja,38.2,-7.86,27.093023255813954,88.3953488372093,27.093023255813954,88.3953488372093
Italy,Le Bertarole 2010 Podere Cariano  (Amarone della Valpolicella Classico),Red Blend,negrar,45.54,10.89,28.833333333333332,87.25,28.833333333333332,87.25
US,Augusta Winery 2008 Seyval Blanc (Augusta),Seyval Blanc,washington,38.57,-90.88,12.333333333333334,84.66666666666667,12.333333333333334,84.66666666666667
Argentina,Pulenta Estate 2008 La Flor Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,lujan,-33.2,-68.96,22.727272727272727,86.36363636363636,22.727272727272727,86.36363636363636
US,Williamson Wines 2006 Clarissa Vin Rouge Red (Dry Creek Valley),Bordeaux-style Red Blend,healdsburg,38.61,-122.87,49.0,84.25,49.0,84.25
US,Mendocino Farms 2005 Heart Arrow Ranch Cabernet Sauvignon (Mendocino),Cabernet Sauvignon,ukiah,39.0,-123.12,24.0,84.0,24.0,84.0
US,Messina Hof 2009 Muscat Canelli (Texas),Muscat Canelli,bryan,30.7,-96.32,20.0,84.85714285714286,20.0,84.85714285714286
US,La Chiripada 2007 Artist Series 1 Dolcetto (New Mexico),Dolcetto,espanola,36.2,-105.88,24.833333333333332,84.83333333333333,24.833333333333332,84.83333333333333
US,Howling Moon 2008 Chardonnay (Lodi),Chardonnay,oliver,49.23,-119.55,12.0,84.0,12.0,84.0
US,La Storia 2006 Cuvee 32 Red (Alexander Valley),Red Blend,san jose,37.34,-121.9,28.333333333333332,84.66666666666667,28.333333333333332,84.66666666666667
Argentina,Luigi Bosca 2009 Finca la Linda Chardonnay (Luján de Cuyo),Chardonnay,lujan,-33.02,-68.87,35.372549019607845,87.29411764705883,35.372549019607845,87.29411764705883
US,Pahrump Valley Winery 2005 Nevada Ridge First Crush Zinfandel (Nevada),Zinfandel,pahrump,36.19,-115.94,75.0,84.0,75.0,84.0
US,Three Fox 2007 Il Volpe Sangiovese (Virginia),Sangiovese,front royal,38.92,-77.93,27.125,84.0625,27.125,84.0625
US,Castello di Borghese 2006 Founder's Field Reserve Sauvignon Blanc (North Fork of Long Island),Sauvignon Blanc,clinton,41.02,-72.51,24.235294117647058,83.82352941176471,24.235294117647058,83.82352941176471
Argentina,Doña Paula 2009 Los Cardos Sauvignon Blanc (Mendoza),Sauvignon Blanc,mendoza,-32.89,-68.85,28.0,86.89473684210526,28.0,86.89473684210526
US,Gilbert Cellars 2007 Cabernet Franc (Wahluke Slope),Cabernet Franc,yakima,46.56,-120.65,21.714285714285715,84.71428571428571,21.714285714285715,84.71428571428571
US,Glenora 2007 Mason Vineyard Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,geneva,42.5,-76.92,18.50769230769231,86.81538461538462,18.50769230769231,86.81538461538462
US,Anam Cara 2005 Nicholas Estate Pinot Noir (Willamette Valley),Pinot Noir,newberg,45.3,-122.98,44.47222222222222,89.13888888888889,44.47222222222222,89.13888888888889
US,Archery Summit 2004 Premier Cuvée Pinot Noir (Dundee Hills),Pinot Noir,newberg,45.26,-123.05,83.04255319148936,91.46808510638297,83.04255319148936,91.46808510638297
Australia,Ceravolo 2006 Cabernet Sauvignon (Adelaide Plains),Cabernet Sauvignon,adelaide,-34.9,138.66,19.0,86.0,19.0,86.0
Australia,Leeuwin Estate 2003 Prelude Vineyards Cabernet Merlot (Margaret River),Cabernet Merlot,busselton,-34.01,115.07,43.645161290322584,89.96774193548387,43.645161290322584,89.96774193548387
US,Parkers Estate 2005 Riverside Crossing Syrah (Sonoma County),Syrah,lompoc,34.74,-120.12,18.94736842105263,84.0,18.94736842105263,84.0
Australia,Pearson Vineyards 2005 Cabernet Sauvignon (Clare Valley),Cabernet Sauvignon,gawler,-33.92,138.64,37.0,86.0,37.0,86.0
Spain,Campos Góticos 2003 Crianza  (Ribera del Duero),Tempranillo,aranda de duero,41.75,-3.94,34.0,86.0,34.0,86.0
US,Frostwatch 2005 Chardonnay (Bennett Valley),Chardonnay,santa rosa,38.4,-122.64,31.941176470588236,88.94117647058823,31.941176470588236,88.94117647058823
Spain,Vinos Sanz 2006 Montesol Verdejo (Rueda),Verdejo,medina del campo,41.4,-4.96,17.0,85.5,17.0,85.5
Australia,Red Mud 2004 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,colac,-38.24,143.51,15.333333333333334,84.0,15.333333333333334,84.0
US,Castoro Cellars 2005 Cobble Creek Zinfandel (Paso Robles),Zinfandel,atascadero,35.58,-120.72,18.151515151515152,86.72727272727273,18.151515151515152,86.72727272727273
US,French Hill 2005 Grand Reserve Barbera (Sierra Foothills),Barbera,back mountain,41.54,-75.93,35.0,83.6,35.0,83.6
US,Kaleidos 2004 Morpheus Red (Paso Robles),Rhône-style Red Blend,atascadero,35.58,-120.69,42.11538461538461,89.61538461538461,42.11538461538461,89.61538461538461
US,Lovingston 2005 Josie's Knoll Merlot (Monticello),Merlot,waynesboro,37.73,-78.91,21.814814814814813,87.03703703703704,21.814814814814813,87.03703703703704
US,Sonoma Crest 2004 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,roseland,38.43,-122.84,10.0,85.0,10.0,85.0
France,Château le Pey 2014  Médoc,Bordeaux-style Red Blend,libourne,44.86,-0.11,21.0,90.5,21.0,90.5
France,Château Montlandrie 2014  Castillon Côtes de Bordeaux,Merlot,libourne,44.86,-0.04,25.0,91.0,25.0,91.0
France,Domaine François Schmitt NV Blanc de Noirs Brut Pinot Noir (Alsace),Pinot Noir,guebwiller,47.94,7.23,30.2,88.2,30.2,88.2
Australia,Penley Estate 2012 Special Select Shiraz (Coonawarra),Shiraz,mount gambier,-37.28,140.85,34.11764705882353,90.23529411764706,34.11764705882353,90.23529411764706
US,Murrieta's Well 2013 The Spur Red (Livermore Valley),Red Blend,livermore,37.66,-121.73,27.391304347826086,87.95652173913044,27.391304347826086,87.95652173913044
US,Obsidian Ridge 2012 Half Mile 2640' Red (Red Hills Lake County),Red Blend,sonoma,38.26,-122.44,38.05882352941177,90.76470588235294,38.05882352941177,90.76470588235294
Italy,Paltrinieri 2013 Grosso Metodo Classico  (Lambrusco di Modena),Lambrusco di Sorbara,nonantola,44.75,11.01,22.5,90.375,22.5,90.375
US,Robert Biale 2014 Founding Farmers Zinfandel (Napa Valley),Zinfandel,napa,38.35,-122.3,51.45,92.275,51.45,92.275
Austria,Gruber Röschitz 2015 Trockenbeerenauslese Chardonnay (Niederösterreich),Chardonnay,retz,48.67,15.88,20.6,91.0,20.6,91.0
Italy,La Prevostura 2012  Lessona,Nebbiolo,cossato,45.57,8.22,33.4,91.2,33.4,91.2
France,Lallier NV R.012 Brut  (Champagne),Champagne Blend,epernay,49.06,4.01,63.166666666666664,90.58333333333333,63.166666666666664,90.58333333333333
Italy,Le Marchesine 2007 Secolo Novo Giovanni Biatta Metodo Classico Chardonnay (Franciacorta),Chardonnay,cazzago san martino,45.58,10.07,40.125,88.75,40.125,88.75
Germany,Dr. Heidemanns-Bergweiler 2015 Dry Mineral Riesling (Mosel),Riesling,morbach,49.91,7.08,25.408163265306122,90.12244897959184,25.408163265306122,90.12244897959184
Italy,Dubl NV Rosé Brut Metodo Classico Aglianico (Vino Spumante),Aglianico,atripalda,40.91,14.87,49.0,90.75,49.0,90.75
Spain,Ferrer Bobet 2012 Vieilles Velles Red (Priorat),Red Blend,cambrils,41.17,0.86,58.57142857142857,91.0,58.57142857142857,91.0
Spain,Granbazán 2015 Etiqueta Ámbar Albariño (Rías Baixas),Albariño,cambados,42.54,-8.79,19.5,90.0,19.5,90.0
Italy,Vallana 2007  Boca,Red Blend,chivasso,45.06,7.96,27.181818181818183,91.45454545454545,27.181818181818183,91.45454545454545
US,Krupp Brothers 2009 Stagecoach Vineyard Synchrony Red (Napa Valley),Bordeaux-style Red Blend,napa,38.35,-122.28,84.0,91.09375,84.0,91.09375
US,Pepper Bridge 2009 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,college place,46.01,-118.37,58.4,91.0,58.4,91.0
US,Forgeron 2009 Merlot (Columbia Valley (WA)),Merlot,walla walla,46.06,-118.34,30.894736842105264,90.26315789473684,30.894736842105264,90.26315789473684
US,Sterling 2009 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,santa rosa,38.57,-122.55,37.75675675675676,87.27027027027027,37.75675675675676,87.27027027027027
France,Domaine Cazes 1996 Ambré Grenache Blanc (Rivesaltes),Grenache Blanc,saint-esteve,42.77,2.88,27.571428571428573,89.0,27.571428571428573,89.0
Italy,Capannelle 2007 Riserva  (Chianti Classico),Sangiovese,san giovanni valdarno,43.47,11.43,50.0,91.2,50.0,91.2
Spain,Pictor 2008  Toro,Tinta de Toro,logrono,42.57,-2.59,45.666666666666664,89.66666666666667,45.666666666666664,89.66666666666667
France,Charles Ellner 2002 Millésime Brut  (Champagne),Champagne Blend,epernay,49.05,3.95,57.43478260869565,90.69565217391305,57.43478260869565,90.69565217391305
Austria,Scheiblhofer 2010 Andau Zweigelt (Burgenland),Zweigelt,janossomorja,47.78,17.03,26.0,91.0,26.0,91.0
US,Spring Valley Vineyard 2009 Uriah Estate Grown Red Wine Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,walla walla,46.07,-118.34,50.0,90.57575757575758,50.0,90.57575757575758
US,MacPhail 2010 Gap's Crown Pinot Noir (Sonoma Coast),Pinot Noir,roseland,38.4,-122.82,52.26086956521739,90.78260869565217,52.26086956521739,90.78260869565217
US,DeLille 2011 Chaleur Estate Blanc Sauvignon Blanc-Semillon (Columbia Valley (WA)),Sauvignon Blanc-Semillon,woodinville,47.73,-122.14,62.36585365853659,91.21951219512195,62.36585365853659,91.21951219512195
Spain,Alidis 2009 VS  (Ribera del Duero),Tempranillo,aranda de duero,41.67,-3.98,63.10526315789474,90.0,63.10526315789474,90.0
US,Turley 2010 Library Vineyard Petite Sirah (Napa Valley),Petite Sirah,atascadero,35.55,-120.75,37.36363636363637,87.27272727272727,37.36363636363637,87.27272727272727
US,Whitehall Lane 2009 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,sonoma,38.48,-122.44,40.029411764705884,89.08823529411765,40.029411764705884,89.08823529411765
Portugal,Coteaux da Murta 2013 Quinta da Murta Arinto (Bucelas),Arinto,bucelas,38.93,-9.13,18.333333333333332,87.33333333333333,18.333333333333332,87.33333333333333
Spain,Fillaboa 2015 Estate Grown/Viñedo Propio Albariño (Rías Baixas),Albariño,redondela,42.08,-8.52,21.636363636363637,87.63636363636364,21.636363636363637,87.63636363636364
Italy,Jasci & Marchesani 2013 Rudhir  (Montepulciano d'Abruzzo),Montepulciano,tarrytown,41.07,-73.81,24.666666666666668,86.66666666666667,24.666666666666668,86.66666666666667
Italy,La Valentina 2012 Spelt Riserva  (Montepulciano d'Abruzzo),Montepulciano,spoltore,42.43,14.13,23.5,88.0,23.5,88.0
Portugal,Lavradores de Feitoria 2014 Très Bagos Reserva Red (Douro),Portuguese Red,vilela,41.27,-7.59,21.294117647058822,88.05882352941177,21.294117647058822,88.05882352941177
Portugal,Manzwine 2014 Penedo do Lexim Red (Lisboa),Portuguese Red,pero pinheiro,38.89,-9.33,17.375,88.625,17.375,88.625
Spain,Mas Pere NV Rosado Sparkling (Cava),Sparkling Blend,palamos,41.87,3.08,17.0,88.0,17.0,88.0
US,Nine Hats 2015 Riesling (Columbia Valley (WA)),Riesling,seattle,47.57,-122.34,17.166666666666668,88.41666666666667,17.166666666666668,88.41666666666667
US,Rôtie Cellars 2015 Grenache Blanc (Washington),Grenache Blanc,walla walla,46.07,-118.34,38.625,90.29166666666667,38.625,90.29166666666667
Italy,Nino Negri 2013 Quadrio  (Valtellina Superiore),Red Blend,sondrio,46.17,9.99,41.35294117647059,89.58823529411765,41.35294117647059,89.58823529411765
Germany,Pflüger 2014 Dürkheimer Trocken Pinot Noir (Pfalz),Pinot Noir,bad durkheim,49.47,8.18,25.0625,89.1875,25.0625,89.1875
US,Taken Wine Co. 2014 Taken Red (Napa Valley),Bordeaux-style Red Blend,sonoma,38.51,-122.47,25.166666666666668,89.25,25.166666666666668,89.25
US,Terra d'Oro 2014 Barbera (Amador County),Barbera,placerville,38.51,-120.8,22.30952380952381,88.73809523809524,22.30952380952381,88.73809523809524
France,Yohan Lardy 2015 Les Michelons  (Moulin-à-Vent),Gamay,macon,46.19,4.72,24.181818181818183,89.18181818181819,24.181818181818183,89.18181818181819
US,Argyle 2014 Nuthouse Pinot Noir (Eola-Amity Hills),Pinot Noir,newberg,45.28,-123.01,38.46153846153846,89.28205128205128,38.46153846153846,89.28205128205128
US,Flora Springs 2008 Hillside Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,sonoma,38.48,-122.46,72.46666666666667,90.36666666666666,72.46666666666667,90.36666666666666
US,Hirsch 2007 San Andreas Pinot Noir (Sonoma Coast),Pinot Noir,healdsburg,38.61,-122.86,57.05882352941177,90.7843137254902,57.05882352941177,90.7843137254902
US,Maison Bleue 2009 Soleil Roussanne (Yakima Valley),Roussanne,walla walla,46.07,-118.34,36.32258064516129,91.87096774193549,36.32258064516129,91.87096774193549
France,Chanson Père et Fils 2008  Charmes-Chambertin,Pinot Noir,beaune,47.03,4.84,91.07070707070707,90.76767676767676,91.07070707070707,90.76767676767676
US,Domaine de la Terre Rouge 2008 Ascent Syrah (Sierra Foothills),Syrah,placerville,38.52,-120.82,43.888888888888886,89.22222222222223,43.888888888888886,89.22222222222223
US,Tyler 2008 Clos Pepe Pinot Noir (Sta. Rita Hills),Pinot Noir,lompoc,34.64,-120.44,58.333333333333336,92.66666666666667,58.333333333333336,92.66666666666667
US,Trefethen 2007 Dragon's Tooth Red Wine Red (Napa Valley),Bordeaux-style Red Blend,napa,38.36,-122.32,56.35294117647059,90.55882352941177,56.35294117647059,90.55882352941177
US,McCrea 2006 Boushey Grande Côte Vineyard Syrah (Yakima Valley),Syrah,carlisle,40.54,-77.47,29.38888888888889,90.27777777777777,29.38888888888889,90.27777777777777
Italy,Gamba 2007 Le Quare  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",negrar,45.54,10.92,30.727272727272727,87.54545454545455,30.727272727272727,87.54545454545455
Italy,Brigaldara 2007 Il Vegro  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",negrar,45.52,10.91,48.2,89.2,48.2,89.2
US,Cadence 2008 Coda Red (Red Mountain),Bordeaux-style Red Blend,white center,47.52,-122.31,46.416666666666664,91.5,46.416666666666664,91.5
Italy,Latium di Morini 2005 Campo Leòn  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",san martino buon albergo,45.47,11.13,29.142857142857142,87.64285714285714,29.142857142857142,87.64285714285714
Italy,Luigi Righetti 2006 Capitel de' Roari  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",negrar,45.52,10.91,47.0,87.38461538461539,47.0,87.38461538461539
Australia,Marquee 2008 Signature Chardonnay (Yarra Valley),Chardonnay,busselton,-33.79,115.06,13.0,86.0,13.0,86.0
Chile,Miguel Torres 2007 Manso de Velasco Viejas Viñas Old Vines Cabernet Sauvignon (Central Valley),Cabernet Sauvignon,curico,-35.01,-71.25,21.75609756097561,86.51219512195122,21.75609756097561,86.51219512195122
France,Mittnacht Frères 2009 Terre d'Etoiles Pinot Blanc (Alsace),Pinot Blanc,colmar,48.18,7.32,22.0,88.0,22.0,88.0
Italy,Monte del Frá 2005 Tenuta Lena di Mezzo  (Amarone della Valpolicella Classico),"Corvina, Rondinella, Molinara",sommacampagna,45.39,10.83,21.933333333333334,86.6,21.933333333333334,86.6
Italy,Musella 2005 Riserva  (Amarone della Valpolicella),"Corvina, Rondinella, Molinara",san martino buon albergo,45.44,11.08,60.7,89.4,60.7,89.4
Spain,Paso a Paso 2009 Verdejo (La Mancha),Verdejo,yecla,38.35,-1.05,9.785714285714286,85.57142857142857,9.785714285714286,85.57142857142857
Australia,Penfolds 2007 Bin 128 Shiraz (Coonawarra),Shiraz,adelaide,-34.92,138.68,105.48936170212765,90.72340425531915,105.48936170212765,90.72340425531915
US,Ridge 2007 California Monte Bello Red (Santa Cruz Mountains),Bordeaux-style Red Blend,dubuque,42.56,-90.73,44.189189189189186,88.24324324324324,44.189189189189186,88.24324324324324
France,Château Pey la Tour 2011  Bordeaux,Bordeaux-style Red Blend,floirac,44.85,-0.4,15.222222222222221,87.0,15.222222222222221,87.0
US,Clayhouse 2011 Red Cedar Vineyard Estate Syrah-Petite Sirah (Paso Robles),Syrah-Petite Sirah,atascadero,35.66,-120.41,20.655172413793103,85.48275862068965,20.655172413793103,85.48275862068965
US,Dilecta 2011 The Tiller Caliza Vineyard Russell Family Vineyards Grenache-Syrah (Paso Robles),Grenache-Syrah,atascadero,35.6,-120.84,48.0,89.66666666666667,48.0,89.66666666666667
US,Vinemark 2011 Pinot Noir (Napa Valley),Pinot Noir,thousand oaks,34.18,-118.85,30.0,83.8,30.0,83.8
Italy,Adanti 2009  Montefalco Rosso,Red Blend,foligno,42.93,12.62,31.2,88.6,31.2,88.6
France,Château Haut Nadeau 2011 Réserve du Propriétaire  (Bordeaux Supérieur),Bordeaux-style Red Blend,libourne,44.75,-0.26,13.0,84.0,13.0,84.0
Spain,Bodegas Tobía 2012 Viña Tobía White (Rioja),White Blend,miranda de ebro,42.55,-2.96,22.363636363636363,86.81818181818181,22.363636363636363,86.81818181818181
Argentina,Salentein 2005 Reserve Malbec (Uco Valley),Malbec,lujan,-33.49,-69.24,28.735849056603772,87.67924528301887,28.735849056603772,87.67924528301887
Austria,Sattlerhof 2006 Steirische Klassik Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,leibnitz,46.71,15.54,33.26315789473684,90.05263157894737,33.26315789473684,90.05263157894737
Austria,Summerer 2007 Steinhaus Grüner Veltliner (Kamptal),Grüner Veltliner,langenlois,48.47,15.66,24.6,89.2,24.6,89.2
Argentina,Tomero 2007 Torrontés (Salta),Torrontés,lujan,-33.04,-68.92,17.714285714285715,86.85714285714286,17.714285714285715,86.85714285714286
Argentina,Trivento 2005 Golden Reserve Malbec (Mendoza),Malbec,lujan,-33.02,-68.77,19.145833333333332,86.95833333333333,19.145833333333332,86.95833333333333
Austria,Bründlmayer 2004 Pinot Noir Cécile Pinot Noir (Kamptal),Pinot Noir,langenlois,48.47,15.66,43.1578947368421,91.78947368421052,43.1578947368421,91.78947368421052
US,Schug 2004 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,sonoma,38.23,-122.48,32.25352112676056,87.95774647887323,32.25352112676056,87.95774647887323
US,Tagaris 2006 Alice Vineyard Malbec (Wahluke Slope),Malbec,richland,46.26,-119.3,24.7,87.1,24.7,87.1
US,Beaulieu Vineyard 2010 Coastal Estates Chardonnay (California),Chardonnay,sonoma,38.46,-122.42,56.46938775510204,89.14285714285714,56.46938775510204,89.14285714285714
Argentina,Viña Alicia 2008 Morena Red (Luján de Cuyo),Cabernet Blend,lujan,-33.02,-68.85,45.2,87.65,45.2,87.65
Italy,Ca' dei Zago 2010 Col Fondo  (Prosecco),Glera,valdobbiadene,45.89,12.01,24.0,90.0,24.0,90.0
US,Galaxy 2008 Syrah-Merlot-Cabernet Sauvignon Red (Sonoma-Napa),Red Blend,portland,45.54,-122.71,73.33333333333333,88.66666666666667,73.33333333333333,88.66666666666667
Italy,Anna Spinato NV Mini  (Prosecco),Glera,oderzo,45.72,12.46,16.0,85.71428571428571,16.0,85.71428571428571
Italy,Bianca Vigna 2011 Millesimato Brut  (Conegliano Valdobbiadene Prosecco Superiore),Glera,conegliano,45.92,12.3,17.166666666666668,86.5,17.166666666666668,86.5
France,Domaine Ostertag 2010 Vignoble d'Epfig Riesling (Alsace),Riesling,selestat,48.36,7.45,44.294117647058826,91.90196078431373,44.294117647058826,91.90196078431373
France,Domaine Rieflé 2008 Steinert Grand Cru Riesling (Alsace),Riesling,guebwiller,47.98,7.29,35.0,86.0,35.0,86.0
Argentina,Andeluna 2010 Malbec (Mendoza),Malbec,lujan,-33.46,-69.21,26.06382978723404,86.74468085106383,26.06382978723404,86.74468085106383
US,Hess Collection 2013 19 Block Mountain Cuvée Red (Mount Veeder),Red Blend,sonoma,38.34,-122.39,46.22727272727273,89.63636363636364,46.22727272727273,89.63636363636364
Italy,Il Borro 2013 Red (Toscana),Red Blend,bucine,43.54,11.72,32.55555555555556,89.11111111111111,32.55555555555556,89.11111111111111
Austria,Lackner Tinnacher 2015 Sauvignon Blanc (Südsteiermark),Sauvignon Blanc,leibnitz,46.7,15.54,25.375,88.875,25.375,88.875
US,Lauren Ashton Cellars 2013 Proprietor's Cuvée Red (Columbia Valley (WA)),Bordeaux-style Red Blend,woodinville,47.77,-122.15,36.68421052631579,90.55263157894737,36.68421052631579,90.55263157894737
US,On Point 2014 Christina's Cuvée Pinot Noir (North Coast),Pinot Noir,fredericksburg,30.22,-98.73,36.4,90.4,36.4,90.4
France,Jean-Luc Colombo 2013 Amour de Dieu  (Condrieu),Viognier,valence,44.96,4.85,55.23255813953488,89.3953488372093,55.23255813953488,89.3953488372093
Austria,Stift Klosterneuburg 2014 Ausstich St. Laurent (Thermenregion),St. Laurent,klosterneuburg,48.31,16.33,25.19047619047619,90.0,25.19047619047619,90.0
France,Terroirs et Talents 2015 Clos de la Brosse  (Saint-Amour),Gamay,villefranche-sur-saone,46.12,4.65,21.0,88.0,21.0,88.0
Italy,Tua Rita 2013 Redigaffi Merlot (Toscana),Merlot,campiglia marittima,43.06,10.69,159.13636363636363,91.81818181818181,159.13636363636363,91.81818181818181
US,Vino La Monarcha 2014 Sangiovese (Wahluke Slope),Sangiovese,kennewick,46.21,-119.11,18.6,89.0,18.6,89.0
Italy,Cerbaia 2011  Brunello di Montalcino,Sangiovese,montespertoli,43.68,11.13,59.666666666666664,90.0,59.666666666666664,90.0
Spain,Bodegas Valdemar 2005 Inspiración  (Rioja),Maturana,logrono,42.5,-2.44,22.69811320754717,85.45283018867924,22.69811320754717,85.45283018867924
US,Bunchgrass 2009 Syrah (Walla Walla Valley (WA)),Syrah,college place,46.06,-118.42,33.13333333333333,89.73333333333333,33.13333333333333,89.73333333333333
Spain,Can Blau 2010 Blau Red (Montsant),Red Blend,palma,39.57,2.65,31.77777777777778,89.66666666666667,31.77777777777778,89.66666666666667
US,"Carol Shelton 2009 Monga Zin, Lopez Vineyard Zinfandel (Cucamonga Valley)",Zinfandel,santa rosa,38.47,-122.74,28.47222222222222,89.05555555555556,28.47222222222222,89.05555555555556
