country,points,price,title,variety,winery,City,Lat,Lng
US,91,75.0,Sleeping Giant 2012 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Sleeping Giant,summerland,49.57,-119.66
US,91,28.0,Solminer 2015 Honea Vineyard Muskat (Santa Ynez Valley),Muskat,Solminer,lompoc,34.67,-120.11
New Zealand,91,50.0,Squawking Magpie 2014 Stoned Crow Gimblett Gravels Syrah (Hawke's Bay),Syrah,Squawking Magpie,hastings,-39.64,176.85
New Zealand,91,35.0,Trinity Hill 2014 Gimblett Gravels Syrah (Hawke's Bay),Syrah,Trinity Hill,hastings,-39.62,176.73
US,91,42.0,WesMar 2013 Balletto Vineyard Pinot Noir (Russian River Valley),Pinot Noir,WesMar,windsor,38.43,-122.87
US,91,48.0,JM Cellars 2013 Boushey Vineyard Syrah (Yakima Valley),Syrah,JM Cellars,kingsgate,47.73,-122.16
France,91,48.0,Maison Stéphane Brocard 2014 Closerie des Alisiers Vieilles Vignes  (Gevrey-Chambertin),Pinot Noir,Maison Stéphane Brocard,chenove,47.29,5.03
US,98,155.0,Wayfarer 2014 The Traveler Pinot Noir (Fort Ross-Seaview),Pinot Noir,Wayfarer,healdsburg,38.62,-123.28
Italy,97,60.0,Passopisciaro 2013 Contrada R Nerello Mascalese (Terre Siciliane),Nerello Mascalese,Passopisciaro,randazzo,37.86,15.02
US,96,70.0,Calera 2013 Reed Pinot Noir (Mt. Harlan),Pinot Noir,Calera,hollister,36.74,-121.37
US,96,90.0,Donum 2013 Single Vineyard Reserve Pinot Noir (Russian River Valley),Pinot Noir,Donum,sonoma,38.23,-122.4
Italy,95,96.0,Massolino 2012 Parafada  (Barolo),Nebbiolo,Massolino,alba,44.61,8.0
France,95,60.0,Château Pierre-Bise 2011 Grand Cru  (Quarts de Chaume),Chenin Blanc,Château Pierre-Bise,les ponts-de-ce,47.32,-0.62
US,95,48.0,Three Sticks 2014 Durell Vineyard Origin Chardonnay (Sonoma Valley),Chardonnay,Three Sticks,sonoma,38.29,-122.46
Italy,95,225.0,Giacomo Conterno 2011 Francia  (Barolo),Nebbiolo,Giacomo Conterno,alba,44.58,7.97
Italy,95,30.0,Biondi 2014 Contrada Monte San Nicolò  (Etna),Red Blend,Biondi,cerreto guidi,43.76,10.85
France,95,40.0,Château de Fesles 2011 Vin Rare  (Bonnezeaux),Chenin Blanc,Château de Fesles,les ponts-de-ce,47.26,-0.47
Italy,95,30.0,COS 2014 Pithos Rosso Red (Vittoria),Red Blend,COS,vittoria,37.03,14.52
Chile,82,9.0,Aguirre 2011 Reina Ana Cabernet Sauvignon-Merlot (Central Valley),Cabernet Sauvignon-Merlot,Aguirre,san javier,-35.71,-71.71
US,82,32.0,Wood Family Vineyards 2010 Muy Bueno Zinfandel (Livermore Valley),Zinfandel,Wood Family Vineyards,livermore,37.68,-121.72
Italy,82,20.0,Cara Mia NV Sauvignon Blanc (Delle Venezie),Sauvignon Blanc,Cara Mia,rome,41.92,12.5
US,82,20.0,Materra Cunat Family Vineyards 2011 Chardonnay (Oak Knoll District),Chardonnay,Materra Cunat Family Vineyards,napa,38.36,-122.31
Italy,82,21.0,Quarticello NV Ferrando  (Lambrusco dell'Emilia),Lambrusco,Quarticello,quattro castella,44.73,10.48
US,82,14.0,Six Degrees 2011 Pinot Noir (California),Pinot Noir,Six Degrees,paradise valley,33.57,-111.92
US,81,25.0,Amador Cellars 2006 Westside Vineyard Zinfandel (Amador County),Zinfandel,Amador Cellars,placerville,38.53,-120.82
US,81,32.0,Brochelle Vineyards 2010 Zinfandel (Paso Robles),Zinfandel,Brochelle Vineyards,atascadero,35.64,-120.66
France,81,12.0,Château Larroque 2012 Red (Bordeaux Rosé),Bordeaux-style Red Blend,Château Larroque,libourne,44.89,-0.12
Spain,81,7.0,Dominio de Eguren 2011 Protocolo Rosé (Vino de la Tierra de Castilla),Rosé,Dominio de Eguren,logrono,42.56,-2.6
Chile,81,13.0,William Cole 2011 Albamar Pinot Noir (Casablanca Valley),Pinot Noir,William Cole,villa alemana,-33.32,-71.35
Spain,81,12.0,Bodegas 1898 2009 Ramón Roqueta Garnacha (Catalunya),Garnacha,Bodegas 1898,manresa,41.73,1.83
Italy,80,12.0,Fattoria Giuseppe Savini 2011 Rondineto Merlot (Colli Aprutini),Merlot,Fattoria Giuseppe Savini,atri,42.63,13.96
Spain,85,7.0,Eguren 2015 Viura (Vino de la Tierra de Castilla),Viura,Eguren,logrono,42.57,-2.61
Portugal,85,23.0,Quinta do Castelinho 2013 Quinta Dona Mafalda Vinhas Velhas Red (Douro),Portuguese Red,Quinta do Castelinho,custoias,41.19,-7.39
US,85,17.0,Rock Point 2014 Pinot Noir (Oregon),Pinot Noir,Rock Point,sandusky,41.54,-82.72
Portugal,85,8.0,Jose Maria Vieira 2014 Borges Quinta da Soalheira Red (Douro),Portuguese Red,Jose Maria Vieira,rio tinto,41.17,-8.55
US,85,32.0,Weisinger 2013 Estate Tempranillo (Rogue Valley),Tempranillo,Weisinger,ashland,42.17,-122.66
Italy,85,15.0,Il Feuduccio Di S. Maria D'Orni 2014 Fonte Venna  (Montepulciano d'Abruzzo),Montepulciano,Il Feuduccio Di S. Maria D'Orni,guardiagrele,42.26,14.27
Italy,85,60.0,Illuminati Dino 2010 Pieluni Riserva  (Montepulciano d'Abruzzo Colline Teramane),Montepulciano,Illuminati Dino,monteprandone,42.84,13.8
Portugal,85,10.0,Casa Ferreirinha 2015 Esteva Red (Douro),Portuguese Red,Casa Ferreirinha,vila nova de gaia,41.14,-8.62
France,85,18.0,Château de Birot 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château de Birot,floirac,44.65,-0.32
Spain,85,11.0,Chic Barcelona NV Semi-Sec Rosé Sparkling (Cava),Sparkling Blend,Chic Barcelona,barcelona,41.39,2.18
Spain,87,26.0,Palacio de Fefiñanes 2009 Albariño (Rías Baixas),Albariño,Palacio de Fefiñanes,cambados,42.52,-8.81
US,87,75.0,Sanguis 2006 Waxing Poetic Syrah (California),Syrah,Sanguis,santa barbara,34.42,-119.68
Italy,87,26.0,Santa Sofia 2007  Valpolicella Superiore Ripasso,"Corvina, Rondinella, Molinara",Santa Sofia,negrar,45.5,10.92
Italy,87,14.0,Sartori 2006 Vigneti di Montegradella  (Valpolicella Classico Superiore),"Corvina, Rondinella, Molinara",Sartori,negrar,45.5,10.93
Italy,87,20.0,Allegrini 2008 Corte Giara  (Valpolicella Ripasso),"Corvina, Rondinella, Molinara",Allegrini,negrar,45.54,10.88
US,87,40.0,Arger-Martucci 2006 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Arger-Martucci,sonoma,38.49,-122.45
Spain,87,8.0,Bodegas Tarima 2009 Monastrell (Jumilla),Monastrell,Bodegas Tarima,yecla,38.35,-1.05
France,87,12.0,Château Grande Cassagne 2008 Grenache-Syrah (Costières de Nîmes),Grenache-Syrah,Château Grande Cassagne,saint-gilles,43.69,4.37
Italy,87,25.0,Corteforte 2007 Podere Bertarole Ripassato  (Valpolicella Classico Superiore),"Corvina, Rondinella, Molinara",Corteforte,negrar,45.54,10.89
Italy,87,20.0,Degani 2008 Cicilio  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Degani,negrar,45.52,10.91
US,87,32.0,Dierberg 2007 Syrah (Santa Ynez Valley),Syrah,Dierberg,lompoc,34.64,-120.29
France,87,16.0,Domaine Nicolas Boiron 2008 Red (Côtes du Rhône),Rhône-style Red Blend,Domaine Nicolas Boiron,sorgues,44.06,4.83
Spain,87,17.0,Dominio de Tares 2007 Baltos Mencía (Bierzo),Mencía,Dominio de Tares,bembibre,42.62,-6.47
Spain,87,35.0,Finca Allende 2008 Blanco White (Rioja),White Blend,Finca Allende,miranda de ebro,42.54,-2.79
Spain,87,41.0,Genium Celler 2006 Ecològic Red (Priorat),Red Blend,Genium Celler,cambrils,41.23,0.85
US,87,18.0,Keuka Lake Vineyards 2008 Falling Man Vineyard Dry Riesling (Finger Lakes),Riesling,Keuka Lake Vineyards,corning,42.43,-77.2
Chile,87,8.0,Korta 2009 Viognier-Sauvignon Blanc-Chardonnay White (Lontué Valley),White Blend,Korta,molina,-35.04,-71.46
Italy,94,66.0,Francesco Rinaldi 2013 Cannubi  (Barolo),Nebbiolo,Francesco Rinaldi,alba,44.7,8.03
US,94,40.0,Orfila 2014 Sequestered Pinot Noir (Santa Maria Valley),Pinot Noir,Orfila,escondido,33.07,-117.04
Italy,94,65.0,Curto Marco 2013 La Foia  (Barolo),Nebbiolo,Curto Marco,alba,44.64,7.95
US,94,65.0,Domaine Drouhin 2015 Édition Limitée Chardonnay (Dundee Hills),Chardonnay,Domaine Drouhin,newberg,45.27,-123.06
France,94,30.0,Domaine Laporte 2016 Le Rochoy  (Sancerre),Sauvignon Blanc,Domaine Laporte,gien,47.34,2.8
US,94,95.0,Bethel Heights 2014 The High Wire Estate Chardonnay (Eola-Amity Hills),Chardonnay,Bethel Heights,keizer,45.04,-123.15
Argentina,94,125.0,Bodega Catena Zapata 2013 Nicolas Catena Zapata Cabernet Sauvignon-Malbec (Mendoza),Cabernet Sauvignon-Malbec,Bodega Catena Zapata,lujan,-33.17,-68.92
Portugal,94,50.0,Casa Anadia 2013 Palácio Anadia Reserva Touriga Nacional (Dão),Touriga Nacional,Casa Anadia,mangualde,40.6,-7.77
France,94,39.0,Daniel Chotard 2015 Les Cris  (Sancerre),Sauvignon Blanc,Daniel Chotard,gien,47.31,2.76
South Africa,89,27.0,Stark-Condé 2006 Cabernet Sauvignon (Stellenbosch),Cabernet Sauvignon,Stark-Condé,stellenbosch,-33.95,18.91
US,89,18.0,Klinker Brick 2007 Farráh Syrah (Lodi),Syrah,Klinker Brick,lodi,38.12,-121.22
US,89,30.0,Tildio 2006 Cabernet Franc (Wahluke Slope),Cabernet Franc,Tildio,east wenatchee bench,47.91,-120.15
Germany,91,55.0,Schloss Johannisberger 2014 Rotlack Kabinett Feinherb Riesling (Rheingau),Riesling,Schloss Johannisberger,geisenheim,50.0,7.98
US,91,50.0,Gros Ventre 2013 Baranoff Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gros Ventre,placerville,38.59,-120.66
US,91,70.0,Hawk and Horse Vineyards 2011 Cabernet Sauvignon (Red Hills Lake County),Cabernet Sauvignon,Hawk and Horse Vineyards,clearlake,38.86,-122.61
Germany,91,29.0,Joh. Jos. Prüm 2014 Wehlener Sonnenuhr Spätlese Riesling (Mosel),Riesling,Joh. Jos. Prüm,morbach,49.94,7.05
Germany,91,40.0,Johannishof 2014 Rüdesheimer Berg Rottland Spätlese Riesling (Rheingau),Riesling,Johannishof,geisenheim,50.0,7.98
US,91,24.0,King Estate 2014 Antiquum Vineyards Pinot Gris (Willamette Valley),Pinot Gris,King Estate,eugene,43.86,-123.25
US,91,48.0,Lang & Reed 2013 Two-Fourteen Cabernet Franc (Napa Valley),Cabernet Franc,Lang & Reed,waukesha,43.03,-88.17
US,91,20.0,Navarro 2014 Pinot Noir (Anderson Valley),Pinot Noir,Navarro,ukiah,39.1,-123.48
US,91,40.0,Occasio 2013 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Occasio,livermore,37.68,-121.72
US,91,35.0,Pear Valley 2013 Distraction Red (Paso Robles),Bordeaux-style Red Blend,Pear Valley,atascadero,35.64,-120.61
US,91,35.0,Stonehedge 2014 Reserve Chardonnay (Napa Valley),Chardonnay,Stonehedge,napa,38.3,-122.29
Spain,91,17.0,Bodegas Landaluce 2012 Fincas Landaluce Crianza  (Rioja),Tempranillo,Bodegas Landaluce,logrono,42.56,-2.59
Spain,91,20.0,Bodegas Palacio 2012 Cosme Palacio Vendimia Seleccionada  (Rioja),Tempranillo,Bodegas Palacio,logrono,42.55,-2.59
France,87,18.0,Benoît Daridan 2014 Pinot Noir-Gamay (Cheverny),Pinot Noir-Gamay,Benoît Daridan,blois,47.52,1.47
US,87,22.0,Coeur de Terre 2013 Oregon Pinot Noir (Willamette Valley),Pinot Noir,Coeur de Terre,dallas,45.18,-123.33
US,87,25.0,Cummins Road 2012 Pinot Noir,Pinot Noir,Cummins Road,forest grove,45.31,-123.22
Italy,87,28.0,La Fusina 2013  Dogliani Superiore,Dolcetto,La Fusina,bra,44.55,7.94
Italy,87,45.0,Monchiero Carbone 2011 Printi Riserva  (Roero),Nebbiolo,Monchiero Carbone,alba,44.8,7.99
Italy,87,20.0,Montalbera 2014 La Ribelle  (Barbera d'Asti),Barbera,Montalbera,asti,44.98,8.31
Italy,87,28.0,Podere Ruggeri Corsini 2012 Armujan  (Barbera d'Alba),Barbera,Podere Ruggeri Corsini,alba,44.59,7.96
Portugal,87,14.0,Terras de Alter 2014 Terra d'Alter Alvarinho (Alentejano),Alvarinho,Terras de Alter,vale da amoreira,39.2,-7.66
Israel,87,15.0,Tabor 2014 Mt. Tabor Chardonnay (Galilee),Chardonnay,Tabor,kefar tavor,32.69,35.43
Argentina,87,20.0,Tiza 2013 Malbec (Uco Valley),Malbec,Tiza,lujan,-33.42,-69.25
US,87,17.0,Larkspur 2013 Pinot Noir (Oregon),Pinot Noir,Larkspur,larkspur,37.93,-122.54
US,87,30.0,Ledger David 2013 Malbec (Rogue Valley),Malbec,Ledger David,central point,42.38,-122.92
US,88,17.0,Hoodsport 1998 Reserve Chardonnay (Yakima Valley),Chardonnay,Hoodsport,shelton,47.39,-123.15
Italy,90,85.0,Il Poggione 2009  Brunello di Montalcino,Sangiovese,Il Poggione,roccastrada,42.99,11.46
Austria,90,89.0,Juris 2011 Tricata Red (Weinland Österreich),Austrian Red Blend,Juris,neusiedl am see,47.9,16.91
France,90,50.0,Château La Garricq 2011  Moulis-en-Médoc,Bordeaux-style Red Blend,Château La Garricq,blanquefort,44.99,-0.63
Italy,90,26.0,Corte dei Venti 2009  Brunello di Montalcino,Sangiovese,Corte dei Venti,roccastrada,42.98,11.48
US,90,23.0,DaMa 2011 Chardonnay (Columbia Valley (WA)),Chardonnay,DaMa,walla walla,46.07,-118.34
Argentina,90,20.0,DiamAndes 2011 de Uco Malbec (Uco Valley),Malbec,DiamAndes,lujan,-33.67,-69.19
Spain,90,25.0,Emilio Moro 2010  Ribera del Duero,Tinto Fino,Emilio Moro,aranda de duero,41.64,-4.15
US,90,30.0,Godspeed 2012 Estate Grown Chardonnay (Mount Veeder),Chardonnay,Godspeed,sonoma,38.39,-122.44
Italy,90,50.0,San Lorenzo 2009 Bramante  (Brunello di Montalcino),Sangiovese,San Lorenzo,jesi,43.54,13.08
Austria,90,41.0,Schloss Gobelsburg 2012 Lamm Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Schloss Gobelsburg,langenlois,48.46,15.7
Argentina,90,95.0,TeHo 2011 Red Blend Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,TeHo,lujan,-33.75,-69.11
Italy,90,38.0,Terre Nere 2009  Brunello di Montalcino,Sangiovese,Terre Nere,randazzo,37.89,15.02
Italy,86,18.0,Gigante 2010 Ribolla Gialla (Colli Orientali del Friuli),Ribolla Gialla,Gigante,cividale del friuli,46.02,13.43
Greece,86,14.0,Greek Wine Cellars 2010 Moscofilero Moschofilero (Mantinia),Moschofilero,Greek Wine Cellars,koropion,37.89,23.93
US,85,9.0,Bella Ragazza 2010 Pinot Grigio (California),Pinot Grigio,Bella Ragazza,healdsburg,38.71,-122.98
Italy,85,16.0,Castelluccio 2009 Lunaria Sauvignon Blanc (Forlì),Sauvignon Blanc,Castelluccio,ascoli piceno,42.83,13.21
Italy,85,19.0,Conte Ferdinando Guicciardini 2009 Massi di Mandorlaia Vermentino (Maremma),Vermentino,Conte Ferdinando Guicciardini,montespertoli,43.65,11.11
Greece,85,18.0,Estate Constantin Gofas 2008 Agiorgitiko (Nemea),Agiorgitiko,Estate Constantin Gofas,nemea,37.86,22.64
Italy,85,18.0,Fongoli 2009 Grechetto (Colli Martani),Grechetto,Fongoli,foligno,42.89,12.6
Greece,85,10.0,Lafazanis 2010 Electus Moschofilero (Mantinia),Moschofilero,Lafazanis,ayios vasilios,37.81,22.77
Italy,85,16.0,Moretti Omero 2009 Nessuno White (Umbria),White Blend,Moretti Omero,foligno,42.85,12.58
US,85,10.0,Bogle 2010 Riesling (California),Riesling,Bogle,florin,38.39,-121.54
Greece,85,17.0,Boutari 2010 Moschofilero (Mantinia),Moschofilero,Boutari,emborion,36.37,25.42
US,85,20.0,Carmel Road 2010 Pinot Noir (Monterey),Pinot Noir,Carmel Road,soledad,36.38,-121.31
Austria,85,15.0,Laurenz V. 2010 Laurenz and Sophie Singing Grüner Veltliner (Niederösterreich),Grüner Veltliner,Laurenz V.,vienna,48.2,16.35
US,85,18.0,LaVelle 2010 Pinot Gris (Willamette Valley),Pinot Gris,LaVelle,eugene,44.09,-123.37
South Africa,85,20.0,Mullineux 2011 Kloof Street Chenin Blanc (Swartland),Chenin Blanc,Mullineux,paarl,-33.91,19.1
Argentina,85,15.0,Chaltén 2007 Reserva Pinot Noir (Neuquén),Pinot Noir,Chaltén,coihaique,-49.33,-72.89
US,85,28.0,Fernwood 2005 Estate Zinfandel (Santa Cruz Mountains),Zinfandel,Fernwood,morgan hill,37.04,-121.72
US,85,26.0,La Fenêtre 2006 Santa Barbara Highlands Vineyard Cabernet Sauvignon (Santa Barbara County),Cabernet Sauvignon,La Fenêtre,santa maria,34.91,-120.45
US,85,24.0,Pietra Santa 2007 Amore Pinot Grigio (Cienega Valley),Pinot Grigio,Pietra Santa,hollister,36.75,-121.39
US,85,35.0,Prospero 2006 Petite Sirah (Sonoma County),Petite Sirah,Prospero,ossining,41.13,-73.79
US,85,22.0,Mosby 2006 Dolcetto (Santa Barbara County),Dolcetto,Mosby,lompoc,34.6,-120.19
US,85,24.0,Ursa 2005 Petite Sirah (Sierra Foothills),Petite Sirah,Ursa,quincy,40.08,-91.39
US,85,20.0,Brander 2007 Merlot (Santa Ynez Valley),Merlot,Brander,isla vista,34.66,-120.1
Italy,87,20.0,Piccini 2011 Riserva  (Chianti Classico),Red Blend,Piccini,poggibonsi,43.46,11.22
Portugal,87,18.0,Quinta do Crasto 2014 Crasto White (Douro),Portuguese White,Quinta do Crasto,vilela,41.17,-7.63
Chile,87,10.0,Quintay 2015 Q Grand Reserve Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,Quintay,villa alemana,-33.36,-71.33
Italy,87,26.0,Castello di Verrazzano 2013  Chianti Classico,Red Blend,Castello di Verrazzano,impruneta,43.6,11.29
France,87,15.0,Domaine d'Escausses 2014 L'Ombre Fraîche White (Gaillac),White Blend,Domaine d'Escausses,albi,43.97,2.06
Spain,87,12.0,Sierra Cantabria 2013 Selección  (Rioja),Tempranillo,Sierra Cantabria,camargo,43.43,-3.91
Italy,87,32.0,Vignamaggio 2013 Gherardino Riserva  (Chianti Classico),Red Blend,Vignamaggio,figline valdarno,43.56,11.34
Italy,87,30.0,Villa Mangiacane 2012 Riserva  (Chianti Classico),Red Blend,Villa Mangiacane,impruneta,43.68,11.19
US,87,35.0,Hearst Ranch 2013 Lone Tree Cabernet Franc (Paso Robles),Cabernet Franc,Hearst Ranch,morro bay,35.64,-121.19
US,87,18.0,Kings Ridge 2014 Pinot Noir (Willamette Valley),Pinot Noir,Kings Ridge,sherwood,45.38,-122.81
Italy,87,30.0,Murgo 2007 Extra Brut Metodo Classico Nerello Mascalese (Vino Spumante),Nerello Mascalese,Murgo,giarre,37.69,15.12
Italy,87,12.0,OT 2013 Quadrato Red (Toscana),Red Blend,OT,arzachena,41.05,9.25
Germany,87,13.0,Paul Anheuser 2013 Kreuznacher Scheurebe (Nahe),Scheurebe,Paul Anheuser,bad kreuznach,49.85,7.86
Italy,87,28.0,Pieve Santo Stefano 2012 Lippo Red (Toscana),Red Blend,Pieve Santo Stefano,sansepolcro,43.66,12.05
US,87,38.0,Prime 2013 Chardonnay (Coombsville),Chardonnay,Prime,napa,38.3,-122.29
Italy,87,37.0,Quercia al Poggio 2008 Le Cataste Red (Toscana),Red Blend,Quercia al Poggio,poggibonsi,43.51,11.21
Portugal,87,17.0,Quinta dos Aciprestes 2011 Tinto Red (Douro),Portuguese Red,Quinta dos Aciprestes,custoias,41.19,-7.44
Italy,87,40.0,Rainoldi 2010 Inferno Riserva  (Valtellina Superiore),Nebbiolo,Rainoldi,sondrio,46.16,9.97
Greece,87,25.0,Claudia Papayianni 2013 Claudia Viognier-Assyrtiko White (Chalkidiki),White Blend,Claudia Papayianni,arnaia,40.5,23.6
Italy,87,13.0,Vigna di Pettineo NV Luna Nascente Rosé Extra Dry Frappato (Vino Spumante),Frappato,Vigna di Pettineo,vittoria,37.01,14.54
US,87,17.0,William Hill Estate 2013 Coastal Collection Merlot (Central Coast),Merlot,William Hill Estate,napa,38.36,-122.27
Chile,87,14.0,Viña San Vicente 2013 Chungará Gran Reserva Carmenère (Maule Valley),Carmenère,Viña San Vicente,santa cruz,-34.54,-71.23
Italy,87,30.0,Volpaia 2009 Indue Red (Toscana),Red Blend,Volpaia,figline valdarno,43.52,11.38
US,87,28.0,Philo Ridge 2012 Firebrick Vineyard Zinfandel (Mendocino),Zinfandel,Philo Ridge,ukiah,39.01,-123.37
Lebanon,91,75.0,Ixsir 2011 El Red (Lebanon),Red Blend,Ixsir,jubayl,34.24,35.71
US,91,21.0,Lynch Wines 2012 Strummer Syrah (Sierra Foothills),Syrah,Lynch Wines,albany,37.87,-122.29
US,91,40.0,MacLaren 2012 Atoosa's Vineyard Syrah (Russian River Valley),Syrah,MacLaren,sonoma,38.29,-122.46
Portugal,91,23.0,Dona Maria-Júlio Bastos 2012 Dona Maria Amantis Reserva Viognier (Alentejano),Viognier,Dona Maria-Júlio Bastos,estremoz,38.85,-7.59
Portugal,91,40.0,Fitapreta Vinhos 2013 Palpite Reserva Branco White (Alentejano),Portuguese White,Fitapreta Vinhos,evora,38.65,-7.95
Italy,91,62.0,Fontanabianca 2012 Bordini  (Barbaresco),Nebbiolo,Fontanabianca,alba,44.73,8.11
Germany,91,20.0,Friedrich Becker 2011 Becker Family Dry Pinot Noir (Pfalz),Pinot Noir,Friedrich Becker,landau,49.05,7.95
Portugal,91,24.0,Azamor 2010 Red (Alentejano),Portuguese Red,Azamor,elvas,38.84,-7.26
Germany,91,37.0,Bernhard Huber 2011 Trocken Pinot Noir (Baden),Pinot Noir,Bernhard Huber,teningen,48.16,7.81
Argentina,91,100.0,Bodega Tacuil 2013 Viñas de Dávalos Malbec-Cabernet Sauvignon (Salta),Malbec-Cabernet Sauvignon,Bodega Tacuil,salta,-25.58,-66.43
US,91,19.0,Boeger 2013 Estate Zinfandel (El Dorado),Zinfandel,Boeger,placerville,38.74,-120.77
Italy,91,38.0,Ca' Nova 2007  Ghemme,Nebbiolo,Ca' Nova,borgomanero,45.66,8.53
Italy,91,28.0,Cantina Santadi 2012 Rocca Rubia  (Carignano del Sulcis),Carignano,Cantina Santadi,carbonia,39.11,8.69
US,91,58.0,Rudius 2013 Stoney Vine Vineyard Syrah (Walla Walla Valley (OR)),Syrah,Rudius,sonoma,38.57,-122.46
US,91,48.0,Saxon Brown 2012 Durell Vineyard Hayfield Block Pinot Noir (Sonoma Coast),Pinot Noir,Saxon Brown,santa rosa,38.48,-122.74
US,91,25.0,Treos 2014 Albariño (Willamette Valley),Albariño,Treos,albany,44.75,-123.24
South Africa,86,30.0,Graceland 2008 Strawberry Fields Shiraz-Cabernet Sauvignon (Western Cape),Shiraz-Cabernet Sauvignon,Graceland,stellenbosch,-33.99,18.83
Australia,86,28.0,Josef Chromy 2009 Pinot Noir (Tasmania),Pinot Noir,Josef Chromy,launceston,-41.51,147.2
Portugal,86,9.0,Quinta das Maias 2010 Branco White (Dão),Portuguese White,Quinta das Maias,seia,40.52,-7.57
Portugal,86,18.0,Quinta de Sant'Ana 2010 Rosé (Lisboa),Rosé,Quinta de Sant'Ana,malveira,38.98,-9.28
US,86,9.0,Red Truck 2009 Pink Truck Rosé (California),Rosé,Red Truck,hammonton,39.79,-74.74
Australia,86,10.0,Bulletin Place 2009 Shiraz (South Eastern Australia),Shiraz,Bulletin Place,sydney,-33.84,151.21
Argentina,86,12.0,Tercos 2010 Malbec (Mendoza),Malbec,Tercos,lujan,-33.01,-68.81
Italy,86,13.0,Vecchia Cantina di Montepulciano 2008 Poggio Stella Merlot (Cortona),Merlot,Vecchia Cantina di Montepulciano,montepulciano,43.11,11.79
Portugal,86,14.0,Alente 2007 Premium Red (Alentejo),Portuguese Red,Alente,peso da regua,41.14,-7.8
US,86,69.0,Cobblestone 2006 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Cobblestone,santa monica,34.05,-118.45
Spain,86,15.0,El Escocés Volante 2009 La Multa Old Vine Garnacha (Calatayud),Garnacha,El Escocés Volante,calatayud,41.35,-1.65
France,90,37.0,Domaine Roblin 2010 Ammonites  (Sancerre),Sauvignon Blanc,Domaine Roblin,gien,47.36,2.8
US,90,26.0,Bump 2011 Chardonnay (Sonoma Valley),Chardonnay,Bump,sonoma,38.29,-122.46
Italy,90,23.0,Cantina Cortaccia 2009 Brenntal Riserva Gewürztraminer (Alto Adige),Gewürztraminer,Cantina Cortaccia,appiano,46.3,11.22
Italy,90,22.0,Cantina Produttori Bolzano S. Maddalena/Gries 2011 Dellago Pinot Bianco (Alto Adige),Pinot Bianco,Cantina Produttori Bolzano S. Maddalena/Gries,bolzano,46.5,11.31
US,90,60.0,ZD 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,ZD,sonoma,38.48,-122.39
Spain,90,35.0,Lafou 2011 Els Ameliers Garnacha Blanca (Terra Alta),Garnacha Blanca,Lafou,tortosa,41.09,0.31
US,90,28.0,Transcendence 2010 La Paloma Larner Vineyard Syrah (Santa Ynez Valley),Syrah,Transcendence,lompoc,34.64,-120.46
US,89,55.0,Alysian 2010 Floodgate Vineyard Rock Hill Pinot Noir (Russian River Valley),Pinot Noir,Alysian,healdsburg,38.63,-122.88
US,88,13.0,Bonair 2007 Dry Gewürztraminer (Yakima Valley),Gewürztraminer,Bonair,toppenish,46.43,-120.29
Italy,88,39.0,Cantele 2006 Amativo Red (Salento),Red Blend,Cantele,salice salentino,40.41,17.96
France,88,36.0,Château Maris 2005 Old Vine Syrah (Minervois La Liviniere),Syrah,Château Maris,paris,48.86,2.34
Italy,88,30.0,Colli di Lapio 2005 Donna Chiara Campi Taurasini Aglianico (Irpinia),Aglianico,Colli di Lapio,atripalda,40.97,14.92
France,88,11.0,Domaine Lignères 2003 La Baronne Red (Corbières),Rhône-style Red Blend,Domaine Lignères,carcassonne,43.31,2.66
New Zealand,88,15.0,Drylands 2008 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Drylands,havelock,-41.48,173.91
Chile,88,15.0,Elki 2008 Sauvignon Blanc (Elqui Valley),Sauvignon Blanc,Elki,vicuna,-30.03,-70.8
US,88,35.0,Prager 2004 Madeline Riesling (Napa Valley),Riesling,Prager,sonoma,38.49,-122.45
Italy,88,54.0,Salvatore Molettieri 2006 Cinque Querce Aglianico (Irpinia),Aglianico,Salvatore Molettieri,atripalda,40.93,15.03
Italy,88,30.0,Santa Maria 2004 Torre Pieve Chardonnay (Veneto),Chardonnay,Santa Maria,negrar,45.5,10.95
Australia,88,25.0,Shaw and Smith 2008 Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Shaw and Smith,mount barker,-35.01,138.82
Italy,88,23.0,Tedeschi 2005 Capitel San Rocco Red (Rosso del Veronese),Red Blend,Tedeschi,negrar,45.5,10.92
New Zealand,88,19.0,Mud House 2007 Swan Sauvignon Blanc (Marlborough),Sauvignon Blanc,Mud House,wanaka,-44.9,169.34
Italy,88,12.0,Florio NV Fine Sweet  (Marsala),Catarratto,Florio,marsala,37.79,12.45
